,state,customer_lifetime_value,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
3975,CA,13027.0,No,Extended,College,Employed,F,76456,Rural,Single,83,27.0,34,1.0,2,Personal Auto,Personal L3,Offer4,Web,43.0,Four-Door Car,Medsize,February
3976,CA,7519.0,Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,12.0,17,1.0,6,Corporate Auto,Corporate L1,Offer1,Agent,185.0,Four-Door Car,Medsize,February
3977,AZ,2491.0,Yes,Basic,Doctor,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L2,Offer1,Agent,68.0,Four-Door Car,Large,January
3978,OR,2730.0,No,Basic,Master,Employed,F,36218,Rural,Married,68,6.0,83,0.0,1,Personal Auto,Personal L1,Offer3,Branch,145.0,Four-Door Car,Large,January
3979,AZ,23207.0,No,Basic,Master,Employed,F,89918,Urban,Divorced,115,14.0,42,0.0,2,Personal Auto,Personal L3,Offer4,Web,423.0,SUV,Medsize,February
3980,OR,8510.0,Yes,Basic,Master,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,524.0,Four-Door Car,Small,January
3981,AZ,2840.0,No,Basic,High School or Below,Employed,F,53071,Suburban,Divorced,72,28.0,19,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.0,Four-Door Car,Medsize,January
3982,AZ,2477.0,No,Basic,College,Employed,F,71551,Suburban,Single,62,10.0,19,0.0,1,Personal Auto,Personal L3,Offer3,Branch,298.0,Four-Door Car,Medsize,February
3983,OR,2749.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,80,15.0,83,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,824.0,Four-Door Car,Large,January
3984,OR,6369.0,Yes,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30.0,72,0.0,7,Personal Auto,Personal L3,Offer2,Branch,398.0,Two-Door Car,Small,January
3985,WA,10747.0,No,Extended,College,Employed,M,66446,Urban,Divorced,136,8.0,77,0.0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.0,SUV,Large,February
3986,CA,15937.0,No,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,76,7.0,84,0.0,2,Personal Auto,Personal L1,Offer2,Agent,365.0,Four-Door Car,Medsize,February
3987,OR,5587.0,No,Basic,College,Disabled,F,19280,Suburban,Married,72,4.0,39,0.0,6,Personal Auto,Personal L3,Offer1,Branch,346.0,Four-Door Car,Medsize,January
3988,AZ,7155.0,No,Extended,Doctor,Employed,F,76506,Suburban,Divorced,89,35.0,65,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,427.0,Two-Door Car,Small,February
3989,AZ,9488.0,No,Extended,Master,Employed,M,56233,Suburban,Married,79,30.0,61,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,559.0,Four-Door Car,Large,February
3990,AZ,7888.0,No,Basic,High School or Below,Employed,F,76590,Urban,Divorced,65,0.0,91,0.0,2,Personal Auto,Personal L3,Offer1,Agent,183.0,Four-Door Car,Large,February
3991,OR,3790.0,No,Extended,High School or Below,Employed,M,66169,Rural,Married,96,35.0,30,1.0,1,Personal Auto,Personal L2,Offer4,Web,156.0,Two-Door Car,Small,February
3992,WA,4530.0,No,Basic,Doctor,Employed,F,52957,Urban,Married,112,14.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Branch,425.0,Sports Car,Medsize,February
3993,NV,2200.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,5.0,19,1.0,1,Personal Auto,Personal L2,Offer1,Agent,468.0,Two-Door Car,Medsize,January
3994,CA,9705.0,No,Basic,College,Employed,M,79157,Rural,Married,61,25.0,45,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,118.0,Two-Door Car,Small,February
3995,WA,2520.0,No,Basic,Bachelor,Employed,M,41372,Suburban,Married,64,21.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Branch,307.0,Four-Door Car,Small,January
3996,AZ,10478.0,No,Extended,Doctor,Employed,M,61427,Suburban,Single,88,24.0,12,0.0,2,Personal Auto,Personal L3,Offer1,Branch,422.0,Four-Door Car,Large,January
3997,CA,5301.0,No,Basic,Master,Disabled,M,26585,Urban,Married,69,26.0,23,0.0,4,Corporate Auto,Corporate L3,Offer1,Call Center,309.0,Four-Door Car,Large,February
3998,NV,5745.0,No,Basic,Bachelor,Employed,F,30389,Urban,Married,73,34.0,66,0.0,4,Personal Auto,Personal L1,Offer2,Web,279.0,Four-Door Car,Medsize,February
3999,AZ,13881.0,No,Premium,College,Disabled,F,17961,Urban,Married,181,28.0,51,0.0,3,Personal Auto,Personal L2,Offer2,Agent,477.0,Sports Car,Medsize,February
4000,CA,5644.0,No,Basic,College,Employed,M,33317,Suburban,Married,72,18.0,31,1.0,3,Personal Auto,Personal L2,Offer1,Agent,346.0,Two-Door Car,Medsize,February
4001,OR,15985.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,19.0,74,0.0,2,Personal Auto,Personal L3,Offer4,Branch,331.0,Two-Door Car,Small,February
4002,NV,2931.0,No,Basic,College,Employed,F,45768,Urban,Married,73,33.0,27,0.0,1,Personal Auto,Personal L2,Offer1,Agent,192.0,Two-Door Car,Medsize,February
4003,WA,10571.0,No,Extended,Bachelor,Employed,M,92044,Urban,Married,132,7.0,77,0.0,3,Personal Auto,Personal L1,Offer4,Web,617.0,SUV,Medsize,February
4004,NV,5690.0,No,Basic,College,Employed,F,83640,Suburban,Married,70,20.0,13,0.0,4,Corporate Auto,Corporate L3,Offer2,Branch,471.0,Two-Door Car,Medsize,January
4005,OR,2719.0,No,Basic,Bachelor,Employed,M,81799,Suburban,Married,68,23.0,97,0.0,1,Personal Auto,Personal L3,Offer2,Agent,326.0,Four-Door Car,Small,February
4006,CA,2509.0,No,Basic,High School or Below,Employed,M,74045,Suburban,Single,64,23.0,83,0.0,1,Personal Auto,Personal L3,Offer3,Web,307.0,Four-Door Car,Medsize,January
4007,CA,5536.0,No,Extended,Bachelor,Employed,F,84863,Suburban,Divorced,138,28.0,40,0.0,1,Corporate Auto,Corporate L2,Offer4,Call Center,692.0,SUV,Large,February
4008,AZ,6047.0,Yes,Extended,College,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Personal Auto,Personal L2,Offer1,Branch,365.0,Four-Door Car,Medsize,February
4009,OR,13369.0,No,Basic,College,Employed,F,50800,Suburban,Married,112,1.0,45,0.0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.0,Sports Car,Medsize,February
4010,CA,4602.0,No,Basic,High School or Below,Employed,F,37308,Suburban,Married,115,2.0,51,0.0,1,Personal Auto,Personal L2,Offer1,Web,552.0,SUV,Medsize,January
4011,OR,20461.0,No,Premium,Bachelor,Employed,M,87502,Urban,Married,102,20.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,421.0,Four-Door Car,Medsize,February
4012,NV,11255.0,No,Extended,Bachelor,Employed,F,88858,Urban,Married,93,2.0,60,0.0,2,Personal Auto,Personal L2,Offer2,Agent,310.0,Four-Door Car,Small,February
4013,OR,4758.0,No,Basic,High School or Below,Employed,M,72805,Suburban,Married,62,13.0,34,4.0,3,Corporate Auto,Corporate L3,Offer2,Branch,365.0,Four-Door Car,Medsize,January
4014,OR,4816.0,No,Basic,Bachelor,Employed,M,80355,Rural,Divorced,62,26.0,33,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,83.0,Two-Door Car,Medsize,January
4015,NV,2725.0,Yes,Basic,Master,Employed,F,36650,Rural,Married,69,2.0,70,1.0,1,Corporate Auto,Corporate L3,Offer2,Web,57.0,Four-Door Car,Large,January
4016,OR,13249.0,No,Premium,Bachelor,Employed,M,25074,Suburban,Married,112,17.0,8,0.0,2,Personal Auto,Personal L1,Offer1,Branch,538.0,Two-Door Car,Medsize,January
4017,CA,8607.0,No,Premium,College,Unemployed,M,0,Suburban,Married,118,30.0,52,0.0,7,Personal Auto,Personal L2,Offer1,Web,566.0,Four-Door Car,Medsize,February
4018,AZ,2826.0,No,Basic,Bachelor,Employed,M,65090,Rural,Married,71,28.0,3,0.0,1,Personal Auto,Personal L3,Offer3,Agent,74.0,Four-Door Car,Medsize,January
4019,CA,10635.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,35.0,71,0.0,2,Personal Auto,Personal L3,Offer2,Agent,293.0,Two-Door Car,Medsize,February
4020,OR,2611.0,No,Basic,Bachelor,Retired,F,13424,Suburban,Divorced,71,30.0,78,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,341.0,Four-Door Car,Medsize,January
4021,CA,4967.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,9.0,83,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,526.0,Two-Door Car,Small,January
4022,AZ,4961.0,No,Basic,High School or Below,Employed,F,55702,Rural,Married,61,13.0,55,0.0,6,Personal Auto,Personal L3,Offer1,Agent,151.0,Four-Door Car,Medsize,January
4023,NV,16302.0,Yes,Extended,Master,Retired,F,19614,Suburban,Married,85,21.0,32,0.0,2,Personal Auto,Personal L2,Offer2,Agent,574.0,Two-Door Car,Medsize,February
4024,OR,8284.0,No,Premium,Master,Employed,M,94851,Rural,Single,104,6.0,33,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,191.0,Four-Door Car,Small,February
4025,CA,2671.0,No,Basic,High School or Below,Employed,M,52572,Suburban,Single,68,16.0,73,0.0,1,Personal Auto,Personal L2,Offer4,Web,379.0,Four-Door Car,Medsize,January
4026,CA,5060.0,No,Basic,High School or Below,Employed,M,70999,Suburban,Married,63,5.0,70,0.0,3,Corporate Auto,Corporate L2,Offer4,Agent,306.0,Four-Door Car,Small,February
4027,AZ,7280.0,No,Basic,Bachelor,Employed,M,32627,Rural,Single,67,14.0,53,4.0,2,Personal Auto,Personal L3,Offer1,Call Center,55.0,Four-Door Car,Medsize,February
4028,OR,5683.0,No,Basic,Doctor,Employed,F,36938,Urban,Married,70,32.0,31,0.0,3,Special Auto,Special L2,Offer1,Agent,245.0,Four-Door Car,Medsize,January
4029,AZ,2856.0,No,Basic,Bachelor,Employed,F,50738,Suburban,Divorced,71,11.0,48,0.0,1,Personal Auto,Personal L1,Offer3,Agent,344.0,Four-Door Car,Large,February
4030,CA,5714.0,No,Basic,Doctor,Employed,F,79719,Suburban,Single,71,12.0,87,0.0,6,Personal Auto,Personal L3,Offer1,Agent,426.0,Four-Door Car,Small,February
4031,OR,5060.0,No,Basic,Bachelor,Employed,M,41869,Urban,Married,64,5.0,52,0.0,6,Personal Auto,Personal L3,Offer2,Web,262.0,Two-Door Car,Medsize,January
4032,OR,2431.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,67,1.0,19,0.0,1,Special Auto,Special L2,Offer4,Call Center,322.0,Four-Door Car,Medsize,February
4033,OR,7381.0,No,Extended,Master,Employed,F,65706,Suburban,Married,91,19.0,86,0.0,8,Personal Auto,Personal L3,Offer2,Web,437.0,Four-Door Car,Small,February
4034,CA,7608.0,No,Basic,College,Employed,F,31456,Rural,Single,199,5.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Branch,437.0,Luxury SUV,Medsize,February
4035,AZ,6285.0,No,Extended,College,Employed,M,32390,Rural,Married,80,20.0,36,0.0,8,Personal Auto,Personal L3,Offer1,Call Center,91.0,Four-Door Car,Medsize,February
4036,NV,5533.0,No,Basic,Bachelor,Employed,M,23241,Suburban,Married,70,11.0,14,0.0,9,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,Small,February
4037,AZ,4198.0,No,Basic,High School or Below,Employed,M,30598,Suburban,Married,106,13.0,21,0.0,1,Personal Auto,Personal L2,Offer3,Agent,509.0,SUV,Medsize,February
4038,OR,12496.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,61,32.0,85,0.0,2,Corporate Auto,Corporate L3,Offer3,Agent,293.0,Two-Door Car,Medsize,February
4039,OR,8824.0,No,Basic,High School or Below,Employed,M,75741,Rural,Married,109,31.0,59,0.0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.0,SUV,Small,February
4040,AZ,20468.0,No,Basic,High School or Below,Employed,M,89025,Urban,Married,64,32.0,10,0.0,2,Personal Auto,Personal L3,Offer3,Branch,179.0,Four-Door Car,Large,January
4041,CA,21923.0,No,Basic,Bachelor,Employed,M,81197,Rural,Married,109,2.0,42,0.0,2,Personal Auto,Personal L1,Offer2,Branch,95.0,Sports Car,Small,January
4042,CA,14245.0,No,Extended,Bachelor,Employed,F,31189,Suburban,Single,122,18.0,10,0.0,2,Personal Auto,Personal L3,Offer2,Agent,586.0,Sports Car,Large,February
4043,CA,4503.0,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,129,10.0,11,0.0,1,Personal Auto,Personal L1,Offer1,Agent,1486.0,SUV,Medsize,January
4044,WA,4297.0,No,Premium,Bachelor,Employed,M,86860,Suburban,Married,107,13.0,29,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,514.0,Four-Door Car,Small,February
4045,CA,9200.0,No,Extended,College,Unemployed,F,0,Suburban,Divorced,80,10.0,11,0.0,2,Personal Auto,Personal L2,Offer1,Branch,573.0,Four-Door Car,Medsize,January
4046,CA,2130.0,No,Basic,College,Unemployed,M,0,Suburban,Single,62,16.0,79,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.0,Two-Door Car,Medsize,January
4047,CA,7377.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,105,31.0,85,0.0,5,Corporate Auto,Corporate L1,Offer2,Agent,756.0,SUV,Medsize,February
4048,NV,4624.0,No,Basic,High School or Below,Employed,M,97065,Suburban,Single,117,10.0,0,0.0,1,Personal Auto,Personal L2,Offer4,Branch,562.0,SUV,Medsize,January
4049,NV,4713.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,69,7.0,90,0.0,8,Personal Auto,Personal L3,Offer1,Agent,807.0,Four-Door Car,Medsize,January
4050,AZ,4575.0,No,Basic,College,Unemployed,F,0,Suburban,Single,63,3.0,5,0.0,6,Personal Auto,Personal L1,Offer1,Agent,454.0,Four-Door Car,Small,February
4051,CA,2812.0,No,Basic,Master,Employed,F,62537,Suburban,Divorced,71,19.0,64,1.0,1,Personal Auto,Personal L2,Offer1,Branch,354.0,Two-Door Car,Medsize,February
4052,OR,13270.0,No,Basic,Bachelor,Medical Leave,F,15616,Suburban,Married,114,20.0,96,1.0,2,Personal Auto,Personal L2,Offer1,Agent,547.0,SUV,Medsize,January
4053,WA,4605.0,Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29.0,51,0.0,9,Personal Auto,Personal L3,Offer2,Web,302.0,Four-Door Car,Large,January
4054,OR,7028.0,No,Basic,College,Unemployed,M,0,Suburban,Single,102,11.0,90,0.0,5,Personal Auto,Personal L2,Offer2,Agent,490.0,SUV,Medsize,January
4055,OR,8093.0,Yes,Basic,College,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,370.0,SUV,Medsize,February
4056,WA,3868.0,No,Extended,College,Employed,F,79628,Suburban,Single,98,6.0,4,0.0,1,Personal Auto,Personal L3,Offer4,Branch,470.0,Four-Door Car,Medsize,February
4057,CA,8169.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,116,10.0,99,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,835.0,Sports Car,Medsize,January
4058,OR,18532.0,No,Basic,College,Unemployed,M,0,Suburban,Single,70,1.0,30,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small,January
4059,CA,23595.0,Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L3,Offer3,Agent,86.0,Four-Door Car,Medsize,January
4060,OR,10175.0,No,Extended,College,Unemployed,M,0,Suburban,Single,99,15.0,84,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,831.0,Two-Door Car,Medsize,January
4061,OR,5065.0,No,Basic,College,Employed,M,26733,Urban,Single,66,7.0,55,0.0,5,Personal Auto,Personal L1,Offer2,Web,219.0,Four-Door Car,Medsize,January
4062,CA,2439.0,No,Basic,Bachelor,Employed,F,80927,Urban,Single,62,25.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Branch,212.0,Two-Door Car,Medsize,February
4063,CA,4975.0,No,Extended,Master,Employed,F,44723,Urban,Married,124,26.0,3,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,341.0,SUV,Medsize,January
4064,CA,3865.0,No,Extended,Bachelor,Employed,M,24204,Suburban,Married,99,25.0,41,1.0,1,Personal Auto,Personal L3,Offer2,Branch,707.0,Four-Door Car,Medsize,February
4065,NV,4218.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,62,19.0,75,0.0,3,Personal Auto,Personal L3,Offer1,Branch,446.0,Two-Door Car,Small,January
4066,CA,4416.0,No,Basic,College,Employed,M,25480,Urban,Married,117,26.0,49,3.0,1,Personal Auto,Personal L1,Offer4,Web,487.0,SUV,Small,January
4067,CA,5169.0,Yes,Basic,High School or Below,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L2,Offer2,Call Center,350.0,Four-Door Car,Medsize,February
4068,CA,5195.0,No,Basic,College,Employed,M,51883,Suburban,Married,66,8.0,99,0.0,9,Personal Auto,Personal L2,Offer2,Call Center,624.0,Two-Door Car,Small,January
4069,NV,4727.0,Yes,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28.0,49,0.0,1,Personal Auto,Personal L3,Offer2,Agent,839.0,SUV,Small,January
4070,OR,2301.0,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21.0,12,0.0,1,Personal Auto,Personal L3,Offer1,Agent,302.0,Four-Door Car,Large,January
4071,WA,3700.0,No,Extended,Bachelor,Medical Leave,F,12287,Suburban,Single,99,11.0,49,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,713.0,Four-Door Car,Small,February
4072,CA,5041.0,No,Basic,Bachelor,Disabled,F,22350,Suburban,Married,66,9.0,3,0.0,5,Corporate Auto,Corporate L3,Offer1,Agent,317.0,Two-Door Car,Large,January
4073,AZ,7077.0,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,68,8.0,9,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,490.0,Two-Door Car,Large,February
4074,OR,34931.0,No,Premium,College,Employed,M,35005,Suburban,Married,295,14.0,46,0.0,2,Personal Auto,Personal L3,Offer2,Web,1416.0,Luxury Car,Small,February
4075,OR,2847.0,No,Basic,Bachelor,Employed,F,66880,Suburban,Married,71,7.0,54,0.0,1,Personal Auto,Personal L3,Offer4,Branch,341.0,Four-Door Car,Medsize,January
4076,WA,3046.0,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,4.0,43,2.0,1,Personal Auto,Personal L1,Offer1,Branch,706.0,Four-Door Car,Small,January
4077,OR,4348.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,20.0,9,0.0,7,Corporate Auto,Corporate L1,Offer1,Agent,676.0,Four-Door Car,Small,February
4078,OR,10391.0,No,Extended,College,Employed,F,28948,Rural,Married,131,7.0,57,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,296.0,SUV,Medsize,January
4079,CA,6020.0,No,Extended,College,Unemployed,M,0,Suburban,Single,92,3.0,28,0.0,4,Personal Auto,Personal L3,Offer1,Agent,662.0,Four-Door Car,Medsize,January
4080,CA,8081.0,No,Basic,College,Employed,M,85210,Rural,Single,68,34.0,9,0.0,2,Personal Auto,Personal L1,Offer3,Branch,33.0,Two-Door Car,Medsize,January
4081,CA,3659.0,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,34.0,39,0.0,1,Personal Auto,Personal L2,Offer2,Web,763.0,SUV,Medsize,February
4082,CA,2595.0,No,Basic,College,Retired,F,25925,Suburban,Married,72,5.0,85,3.0,1,Corporate Auto,Corporate L3,Offer2,Web,661.0,Two-Door Car,Small,February
4083,AZ,6279.0,No,Extended,Bachelor,Employed,M,47669,Suburban,Married,80,16.0,84,0.0,3,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small,February
4084,CA,8477.0,No,Premium,High School or Below,Employed,F,55217,Suburban,Married,107,9.0,9,2.0,9,Personal Auto,Personal L3,Offer1,Branch,696.0,Two-Door Car,Medsize,February
4085,OR,2424.0,No,Basic,College,Employed,M,27093,Suburban,Married,61,10.0,19,0.0,1,Personal Auto,Personal L2,Offer3,Branch,293.0,Four-Door Car,Medsize,January
4086,NV,2968.0,No,Basic,College,Employed,M,91646,Rural,Married,74,12.0,10,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,58.0,Two-Door Car,Medsize,February
4087,OR,7475.0,No,Basic,College,Employed,M,44186,Urban,Married,64,9.0,96,2.0,2,Personal Auto,Personal L1,Offer1,Agent,295.0,Four-Door Car,Medsize,January
4088,CA,12751.0,No,Basic,Bachelor,Employed,F,33235,Rural,Single,110,18.0,79,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,114.0,SUV,Small,February
4089,CA,2332.0,No,Basic,College,Unemployed,M,0,Suburban,Single,67,4.0,99,0.0,1,Corporate Auto,Corporate L1,Offer3,Web,482.0,Four-Door Car,Small,February
4090,CA,2677.0,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,72,29.0,86,0.0,1,Personal Auto,Personal L3,Offer1,Branch,346.0,Four-Door Car,Medsize,February
4091,CA,4466.0,No,Basic,College,Unemployed,M,0,Suburban,Single,64,25.0,33,0.0,5,Personal Auto,Personal L1,Offer1,Call Center,307.0,Four-Door Car,Medsize,January
4092,OR,7256.0,No,Extended,Doctor,Employed,F,39786,Urban,Married,91,2.0,91,1.0,9,Personal Auto,Personal L2,Offer1,Web,366.0,Four-Door Car,Medsize,January
4093,NV,2885.0,No,Basic,Bachelor,Employed,M,63438,Rural,Married,72,32.0,67,0.0,1,Personal Auto,Personal L2,Offer2,Branch,37.0,Two-Door Car,Medsize,January
4094,AZ,4985.0,Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1.0,99,0.0,5,Corporate Auto,Corporate L3,Offer2,Call Center,81.0,Four-Door Car,Medsize,January
4095,AZ,9701.0,No,Extended,College,Employed,F,45668,Urban,Married,80,7.0,55,0.0,2,Personal Auto,Personal L3,Offer2,Branch,345.0,Four-Door Car,Medsize,January
4096,CA,3189.0,No,Extended,High School or Below,Employed,F,81081,Urban,Married,79,20.0,25,0.0,1,Personal Auto,Personal L3,Offer2,Agent,225.0,Two-Door Car,Medsize,January
4097,CA,6073.0,No,Extended,Bachelor,Retired,M,22103,Suburban,Divorced,89,4.0,74,1.0,3,Personal Auto,Personal L3,Offer2,Call Center,427.0,Four-Door Car,Medsize,February
4098,OR,7145.0,No,Extended,College,Employed,F,92681,Suburban,Divorced,91,8.0,23,3.0,8,Personal Auto,Personal L1,Offer3,Web,437.0,Four-Door Car,Medsize,February
4099,AZ,5936.0,No,Extended,College,Unemployed,F,0,Suburban,Single,84,31.0,25,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,980.0,Four-Door Car,Medsize,January
4100,OR,9667.0,No,Extended,Master,Employed,M,72885,Rural,Divorced,124,35.0,88,2.0,6,Personal Auto,Personal L2,Offer1,Branch,234.0,SUV,Medsize,January
4101,OR,6188.0,No,Extended,High School or Below,Employed,M,40352,Suburban,Married,77,31.0,33,0.0,3,Corporate Auto,Corporate L2,Offer1,Web,406.0,Four-Door Car,Small,February
4102,CA,8946.0,No,Basic,College,Employed,M,83761,Rural,Married,112,16.0,70,0.0,8,Corporate Auto,Corporate L2,Offer1,Web,270.0,SUV,Medsize,January
4103,CA,5345.0,No,Basic,Master,Employed,M,22908,Suburban,Married,68,30.0,19,0.0,7,Personal Auto,Personal L2,Offer3,Call Center,388.0,Four-Door Car,Small,February
4104,OR,5839.0,Yes,Basic,High School or Below,Employed,M,81082,Urban,Married,73,5.0,85,0.0,4,Personal Auto,Personal L3,Offer2,Agent,281.0,Four-Door Car,Large,January
4105,CA,2162.0,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33.0,75,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.0,Two-Door Car,Medsize,February
4106,CA,4319.0,No,Basic,Bachelor,Disabled,F,11811,Suburban,Married,110,20.0,20,0.0,1,Personal Auto,Personal L2,Offer2,Branch,809.0,Sports Car,Small,February
4107,CA,7840.0,Yes,Extended,College,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,January
4108,WA,22659.0,Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19.0,50,0.0,2,Personal Auto,Personal L2,Offer1,Branch,405.0,Four-Door Car,Medsize,January
